,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,isNewBuilt,hasStormProtector,hasStorageRoom,hasGuestRoom,price
5235,93409,38,0,0,9,66064,1,0,1,2,9342104.3
5236,28193,90,1,1,82,4929,1,1,0,0,2830504.8
5237,24936,52,0,1,94,19066,1,1,1,8,2503388.5
5238,5579,97,0,1,93,99391,0,1,1,0,567203.0
5239,87479,74,0,1,78,28130,1,1,1,10,8752889.4
5240,60824,96,1,0,34,62891,0,1,1,0,6086663.5
5241,54888,66,0,1,33,68397,1,0,0,2,5494594.7
5242,46865,18,1,0,39,32012,1,1,1,1,4690710.0
5243,41143,70,0,0,93,42990,0,0,0,5,4116195.3
5244,61847,85,0,0,96,63056,1,0,0,2,6190109.4
5245,16016,35,1,1,2,78416,0,1,1,6,1611775.6
5246,30159,16,1,0,9,67587,1,0,1,6,3021149.3
5247,32597,81,1,0,64,99134,1,1,1,4,3269431.3
5248,91824,65,1,1,75,81502,1,0,0,2,9191892.1
5249,90097,38,1,0,94,88617,1,0,1,10,9020358.3
5250,85854,62,0,1,46,62998,1,0,1,6,8592747.1
5251,6556,57,1,1,46,58267,0,0,0,6,665259.7
5252,83808,55,1,1,86,30027,0,1,1,3,8396265.2
5253,41301,83,1,0,31,2701,1,1,0,4,4138612.7
5254,51517,32,0,0,83,2570,1,1,0,7,5155871.8
5255,94856,7,1,0,34,85635,1,0,0,6,9488018.4
5256,3818,4,0,0,32,45234,1,1,1,3,383235.1
5257,24297,73,1,0,20,28430,0,0,0,8,2432581.2
5258,80656,29,1,1,26,27113,0,1,0,4,8072208.2
5259,84254,41,1,1,95,25054,1,1,0,10,8436781.0
5260,96140,47,0,0,28,32884,0,0,0,5,9615267.7
5261,4261,94,0,0,74,35364,1,0,0,10,433557.6
5262,9502,8,1,1,22,14423,0,1,0,10,957812.5
5263,46390,27,1,0,87,51666,1,1,1,7,4645999.0
5264,77989,66,1,1,45,53576,1,1,1,10,7809037.7
5265,36563,95,1,1,78,11875,1,0,0,0,3668071.2
5266,27492,38,0,0,1,99351,0,0,0,3,2749560.2
5267,63720,18,0,1,59,12560,0,1,1,2,6380496.0
5268,88328,35,0,1,19,33772,0,0,0,6,8836891.0
5269,10559,13,1,0,42,760,0,1,0,5,1059700.1
5270,36799,62,0,0,15,24065,1,0,1,0,3680514.8
5271,52899,33,0,1,54,17777,0,1,0,1,5297388.6
5272,67697,71,0,1,15,65037,1,0,1,5,6775896.3
5273,82372,55,1,0,2,85633,0,0,1,7,8241290.2
5274,93197,76,0,1,46,89408,1,0,0,4,9325361.9
5275,68703,16,1,1,12,1147,0,0,0,9,6874684.7
5276,44626,46,1,1,39,69350,0,0,1,10,4468759.4
5277,48809,16,0,0,54,82669,1,0,1,9,4884591.2
5278,61152,84,1,0,34,98475,0,1,1,7,6121942.7
5279,25230,26,1,0,28,31692,0,0,1,0,2528241.0
5280,55153,50,1,0,8,96500,0,0,0,0,5521415.7
5281,15320,44,1,1,25,19517,1,1,0,10,1541104.1
5282,62064,15,0,0,42,71092,0,0,1,2,6210682.3
5283,84285,95,1,1,32,26162,1,0,1,10,8439379.3
5284,35067,47,1,1,30,3817,1,0,0,2,3515220.2
5285,70945,92,1,0,13,8668,1,1,0,1,7099572.1
5286,69348,68,0,0,44,1594,1,0,1,10,6937939.6
5287,23705,8,1,0,88,57843,1,1,1,8,2381470.0
5288,53359,28,0,0,47,74164,0,1,1,5,5340229.8
5289,52801,60,1,0,25,83713,1,0,1,5,5286434.9
5290,79109,84,1,0,36,15136,1,0,1,8,7917767.1
5291,6305,86,0,0,98,19537,1,0,0,0,640701.2
5292,19739,67,0,0,84,26317,1,1,0,5,1979188.1
5293,72838,60,0,0,31,76899,1,1,1,1,7285684.8
5294,94639,10,1,1,72,96296,0,1,1,7,9472276.1
5295,43503,94,1,0,34,12841,1,0,0,2,4357290.0
5296,36489,98,0,0,58,62456,1,1,1,5,3653934.6
5297,67397,53,1,1,51,45539,1,1,1,5,6749164.3
5298,22136,28,0,0,72,47709,0,0,0,1,2218930.7
5299,66819,4,1,1,54,83602,1,0,1,3,6694413.9
5300,39688,69,0,0,79,74729,1,1,0,6,3974008.3
5301,66670,26,0,0,42,70557,1,0,0,2,6669170.4
5302,66274,25,0,0,76,21014,1,1,1,2,6632910.5
5303,67125,40,0,1,49,56277,0,0,1,6,6717281.3
5304,72239,23,0,0,20,35957,0,0,0,0,7226199.3
5305,71846,42,0,0,4,63410,0,0,0,4,7185293.9
5306,73190,67,1,1,27,72410,1,1,1,10,7331191.1
5307,20258,100,0,1,60,65857,0,0,0,4,2033594.1
5308,79176,5,0,0,45,29357,0,1,1,4,7919191.6
5309,54927,67,0,0,16,72810,0,0,1,7,5494599.7
5310,62960,39,1,1,72,19708,0,0,1,0,6305088.3
5311,7002,78,1,1,37,5743,1,0,1,6,710140.5
5312,65029,14,0,0,70,70177,0,1,0,6,6507042.1
5313,71876,43,0,1,24,5664,1,0,0,9,7194841.9
5314,81468,19,0,1,39,101,1,1,1,0,8152781.9
5315,80823,23,0,1,31,35676,1,0,1,6,8088333.4
5316,57132,74,1,0,70,23266,0,1,1,10,5724484.4
5317,29528,60,0,0,16,43738,1,0,1,10,2954357.6
5318,80759,34,1,1,79,9879,0,0,1,2,8087126.9
5319,94540,98,1,1,20,74321,1,0,0,2,9460696.2
5320,48070,2,0,0,65,27058,0,1,1,2,4812736.3
5321,8962,89,1,1,49,18341,0,0,1,2,906747.8
5322,41738,48,0,0,41,69479,0,1,0,2,4176013.9
5323,62314,96,1,1,32,93705,0,1,0,0,6241387.7
5324,50668,4,1,0,29,63562,1,0,1,5,5071084.6
5325,2725,13,1,0,50,27734,1,1,1,1,280421.4
5326,88205,20,1,0,63,1709,1,0,1,0,8827584.8
5327,51785,24,1,1,81,95974,1,0,0,9,5191640.3
5328,52284,59,0,1,58,77899,1,1,0,2,5236681.3
5329,77411,3,1,1,9,56306,0,0,1,8,7746795.8
5330,50875,65,1,1,43,42046,1,0,1,7,5097157.1
5331,5640,2,1,0,44,65731,1,1,0,0,567329.8
5332,4371,73,1,0,13,73779,1,1,1,7,440119.0
5333,98257,19,0,0,69,23015,1,1,0,3,9828903.1
5334,90499,27,1,1,75,29136,0,0,1,3,9057504.7
5335,622,81,0,0,17,26475,0,1,1,2,63977.0
5336,40777,39,1,0,53,76888,1,0,1,9,4085326.3
5337,1008,4,0,0,73,60193,1,1,0,6,102749.5
5338,57718,14,1,0,69,51111,1,0,0,1,5781612.3
5339,17167,90,0,1,60,27107,1,0,0,6,1722105.4
5340,46131,39,0,1,31,71484,0,1,1,0,4616542.3
5341,40567,56,1,0,96,40296,1,1,1,8,4065377.1
5342,77151,59,0,1,7,42620,1,1,0,9,7718218.6
5343,94943,96,0,1,21,48388,1,0,1,1,9497260.1
5344,31179,87,1,0,56,50388,0,1,0,3,3126446.8
5345,80693,79,1,0,80,32876,1,1,0,2,8078843.8
5346,16145,57,1,1,24,40052,1,0,0,8,1624354.8
5347,9678,10,1,0,87,40138,0,0,1,5,971236.8
5348,73554,81,0,0,46,49263,0,0,0,4,7358902.4
5349,6914,33,0,1,29,82175,1,0,0,10,697528.6
5350,2995,85,0,1,10,4058,1,1,1,10,303184.9
5351,68245,23,0,0,99,51134,1,1,1,9,6827724.5
5352,52649,43,0,1,54,1438,1,0,1,7,5272349.4
5353,39040,42,0,0,50,50833,1,1,0,3,3905700.9
5354,33936,95,1,1,93,31995,1,0,1,9,3406131.8
5355,18762,97,1,0,7,14066,0,1,1,6,1880746.1
5356,40952,58,1,1,57,39209,1,1,1,0,4104641.4
5357,90404,26,1,1,9,34570,1,0,0,4,9048377.4
5358,94947,30,1,0,97,58828,1,1,0,9,9501779.0
5359,81866,45,1,0,53,86728,1,1,0,8,8192664.7
5360,49909,3,0,1,5,95154,0,0,1,2,4994456.6
5361,31042,52,1,1,48,47469,1,0,1,0,3111504.7
5362,35810,65,0,1,100,92588,0,1,0,4,3589881.1
5363,2985,53,1,0,12,38448,0,0,0,1,301138.1
5364,63693,2,1,0,36,25571,1,0,1,5,6375077.5
5365,94754,53,0,0,82,46731,0,0,1,5,9481349.0
5366,15162,41,1,0,91,27553,1,1,1,6,1521757.2
5367,32956,2,1,1,46,53020,1,1,1,2,3305549.3
5368,96224,16,0,1,33,90382,0,0,0,7,9627880.0
5369,86806,78,0,0,96,98660,1,1,0,0,8683516.1
5370,42537,43,0,0,74,63714,1,0,0,4,4256423.0
5371,77045,29,0,1,25,58364,1,0,1,9,7708578.3
5372,76912,77,1,0,2,55684,0,0,1,2,7695798.5
5373,33814,70,0,1,63,64240,1,0,1,4,3390442.4
5374,4052,14,1,1,34,63495,1,0,0,0,416251.2
5375,634,64,0,1,10,40942,1,1,1,3,66144.0
5376,32325,98,0,1,22,21366,0,0,1,3,3237949.9
5377,59348,69,0,0,45,88591,0,0,0,3,5939099.5
5378,40148,80,0,1,91,70710,1,1,0,4,4023820.3
5379,62064,33,1,1,34,91044,0,0,1,6,6216761.7
5380,23172,83,0,0,19,1700,1,0,0,2,2319447.5
5381,80277,78,1,1,27,18203,0,1,1,7,8038200.9
5382,62236,45,0,0,32,25507,1,1,0,8,6224903.1
5383,58110,7,1,1,1,58173,1,1,0,4,5814953.3
5384,99952,41,1,0,69,51336,0,1,1,9,9998411.0
5385,9780,95,0,1,36,64087,0,0,0,10,982222.2
5386,26230,91,1,1,21,3120,1,1,0,0,2630871.5
5387,44509,50,1,0,26,15041,0,0,0,6,4454810.5
5388,94182,78,0,1,58,98821,0,1,0,3,9426417.5
5389,28309,57,0,1,36,77489,0,1,1,7,2838029.9
5390,98710,68,1,0,40,95125,0,0,1,4,9877813.4
5391,6362,94,1,0,95,50935,0,1,0,3,644794.4
5392,21857,93,1,0,16,35864,0,1,0,5,2191307.6
5393,60064,57,1,0,93,56516,1,1,0,1,6014103.5
5394,41526,16,1,0,91,73909,1,0,1,2,4163200.4
5395,65163,42,0,1,49,6352,0,1,1,8,6521655.8
5396,38355,80,1,1,22,75266,0,0,0,3,3840740.2
5397,8020,80,0,1,85,33659,1,0,0,7,810755.2
5398,95780,86,0,1,36,28608,0,1,0,0,9583143.1
5399,63267,74,1,0,36,67149,0,0,0,3,6335282.7
5400,69314,16,1,1,80,86189,0,1,1,1,6940209.0
5401,37781,12,0,0,31,85968,1,1,0,4,3781636.0
5402,77210,59,1,1,27,49742,1,0,0,5,7729101.9
5403,50792,60,0,1,74,34603,0,1,1,8,5089100.1
5404,98934,70,0,1,95,75485,1,1,0,10,9902124.3
5405,74265,33,1,0,87,79197,1,1,1,6,7437378.4
5406,93180,87,1,0,54,30932,1,0,1,9,9324362.6
5407,4809,39,0,1,48,80898,1,0,0,6,484933.3
5408,91673,4,0,0,47,57310,1,0,0,4,9170900.1
5409,13027,58,0,1,2,39083,0,1,0,10,1306637.1
5410,40010,53,0,1,20,1072,1,0,1,7,4006702.2
5411,86019,21,0,0,91,68445,1,0,1,9,8611760.4
5412,65427,85,0,0,81,74753,0,0,1,8,6544509.3
5413,52202,5,0,0,69,75463,1,1,0,7,5225648.0
5414,85345,61,1,1,22,89296,0,0,1,1,8541574.5
5415,7472,14,0,1,16,79447,1,0,0,10,753639.1
5416,60167,16,1,0,81,53016,1,0,1,8,6023926.4
5417,822,31,0,1,17,68151,0,1,1,0,86104.4
5418,17889,58,1,0,84,21451,1,0,0,0,1797252.2
5419,78122,61,0,0,33,13779,0,0,1,7,7815968.8
5420,39831,51,1,0,78,41611,0,1,0,2,3989679.3
5421,67947,11,0,0,79,42304,0,0,0,5,6798431.0
5422,90265,45,0,0,4,99372,0,0,1,6,9026973.0
5423,21522,93,0,1,11,25640,1,0,1,4,2157060.8
5424,79298,57,0,1,64,58496,1,0,1,4,7935780.7
5425,6481,86,1,1,60,13724,1,1,1,9,660339.7
5426,87204,87,0,0,90,77296,1,1,0,4,8729160.7
5427,19526,16,0,1,55,29130,1,1,1,0,1962173.9
5428,61527,63,0,0,49,693,1,1,1,0,6157867.7
5429,52141,9,0,0,35,66739,0,1,1,6,5215581.0
5430,45370,56,1,1,28,80545,0,1,0,9,4545472.1
5431,38511,71,0,0,27,72402,1,0,0,3,3852614.5
5432,54462,3,1,1,36,36807,0,0,0,7,5458103.1
5433,83847,31,0,0,73,14048,0,0,1,9,8386564.8
5434,70213,9,0,1,32,15250,1,0,1,2,7025651.1
5435,22328,37,1,1,54,87860,0,1,1,6,2243514.8
5436,72870,25,1,1,29,9417,1,0,0,7,7293420.7
5437,34980,16,1,1,84,27775,0,1,0,3,3507649.6
5438,73136,77,1,0,88,95018,1,1,0,4,7325694.6
5439,90087,29,0,1,80,89232,1,1,1,8,9015048.5
5440,16714,61,0,1,9,38726,0,1,0,9,1675672.8
5441,52455,54,0,1,20,59026,0,1,1,7,5250717.1
5442,10817,97,0,1,12,90537,0,1,0,7,1087354.0
5443,95367,11,0,0,41,28317,0,0,0,10,9539232.0
5444,94018,60,1,0,99,48357,1,1,0,4,9414111.4
5445,38947,91,0,0,76,27246,0,1,1,4,3897019.6
5446,46976,97,1,0,91,78116,1,0,1,3,4705156.6
5447,34673,52,0,1,30,35006,1,0,1,0,3473056.1
5448,17392,99,0,1,78,56448,0,1,0,8,1745197.1
5449,43359,82,0,1,51,18144,1,0,1,10,4341769.1
5450,32309,58,1,1,88,72557,0,1,0,5,3242419.2
5451,88352,61,1,1,100,76869,0,1,0,7,8844632.7
5452,50878,23,0,0,9,23705,0,1,0,3,5089157.6
5453,60886,15,0,0,12,43122,1,1,0,2,6090272.5
5454,63792,73,0,0,39,55470,1,0,1,4,6381705.0
5455,85215,25,0,1,1,88530,0,0,0,6,8526942.0
5456,80998,28,0,1,34,40469,0,0,0,0,8107792.2
5457,29250,3,0,1,71,88172,0,1,1,5,2935648.5
5458,37941,47,0,0,41,87324,0,1,1,6,3796341.3
5459,11242,14,1,0,75,20892,0,1,1,3,1127009.0
5460,91558,18,0,0,46,35744,0,0,0,0,9158541.2
5461,87819,30,0,0,4,61726,1,0,0,6,8782664.6
5462,10035,15,1,0,6,25665,1,0,0,6,1006634.5
5463,57676,66,0,0,47,40647,0,1,0,2,5769101.1
5464,20297,18,0,1,82,12687,1,0,0,1,2035832.2
5465,68006,63,0,1,80,62676,0,0,1,7,6812540.0
5466,48994,59,0,1,3,58825,1,1,1,0,4904547.2
5467,66738,7,1,0,19,32977,1,1,1,9,6680395.5
5468,22855,24,0,0,80,53779,1,1,0,2,2289561.7
5469,21196,34,0,1,7,22573,0,1,1,7,2124683.4
5470,36702,66,1,1,45,32804,0,0,0,1,3678080.0
5471,76612,28,1,1,57,12151,0,0,0,7,7670470.0
5472,22974,86,0,0,50,56343,0,1,1,2,2300702.0
5473,16348,12,0,1,4,10777,0,0,1,3,1640404.8
5474,50109,4,1,1,27,34622,1,0,0,4,5019832.8
5475,41759,49,0,1,64,50167,0,1,1,4,4181321.5
5476,19572,96,1,1,64,29717,0,0,1,2,1969866.7
5477,712,29,1,1,19,54360,0,0,1,5,80879.9
5478,88172,3,0,0,41,68305,0,1,0,9,8818402.8
5479,46944,65,1,1,2,89651,0,0,0,8,4699401.5
5480,79649,51,1,0,98,99430,1,1,0,2,7976501.9
5481,27488,63,1,0,28,83634,1,1,1,3,2756731.4
5482,10972,90,1,0,73,14059,0,0,0,4,1105258.7
5483,17797,13,0,1,82,19270,1,0,1,10,1792290.2
5484,16252,30,1,0,58,76233,1,1,1,5,1630793.8
5485,71603,39,1,1,7,80016,1,0,0,7,7169029.0
5486,87022,60,1,0,89,92083,0,0,0,4,8707681.2
5487,62289,32,0,1,96,80043,1,1,0,3,6233774.8
5488,5825,60,1,1,90,70226,0,0,1,5,598186.6
5489,85225,40,1,0,21,676,1,0,0,9,8527022.3
5490,5820,41,1,0,78,72073,1,0,1,9,592006.0
5491,90539,14,1,1,81,80556,1,0,1,2,9069445.2
5492,35233,53,1,1,52,39314,0,0,1,0,3536738.0
5493,98559,33,0,0,94,64991,0,1,1,4,9862559.1
5494,58056,17,0,1,29,66624,1,0,1,7,5809089.8
5495,91207,63,1,0,26,32233,0,1,0,10,9126333.4
5496,67923,20,1,0,66,10437,1,1,1,10,6799955.8
5497,12641,28,1,0,63,79661,0,0,1,1,1272159.2
5498,35691,53,1,1,95,4059,1,1,1,7,3582171.6
5499,48627,54,1,1,87,73386,0,0,1,10,4871835.0
5500,5183,31,0,1,78,44518,0,0,0,6,521772.3
5501,16631,68,0,0,95,69479,1,1,0,10,1667835.3
5502,18144,19,1,0,8,4275,1,1,1,4,1819929.0
5503,10586,27,1,1,6,92068,1,1,1,3,1066983.1
5504,64235,25,1,0,69,52299,1,1,1,8,6431380.2
5505,88584,15,1,1,87,6279,0,0,0,5,8867048.1
5506,2310,61,1,0,9,82910,1,0,1,0,234237.2
5507,55217,65,0,1,28,77123,1,0,0,10,5526674.7
5508,64539,20,0,0,68,55082,0,0,0,9,6457482.2
5509,90947,89,1,1,61,64161,0,1,1,1,9103454.4
5510,68837,41,1,0,55,1014,0,0,0,4,6889494.7
5511,60721,88,0,0,48,64469,0,0,1,9,6073407.5
5512,51459,49,1,0,28,22573,0,0,0,4,5149505.2
5513,12820,41,0,0,16,92510,1,0,0,1,1283027.8
5514,20734,34,0,1,63,74094,0,1,0,7,2077771.5
5515,91988,53,1,1,47,50808,0,1,1,7,9206879.6
5516,40286,85,0,1,51,21492,1,0,1,9,4035154.3
5517,10719,77,0,1,17,62278,1,1,0,6,1076789.8
5518,17783,28,0,0,1,24725,0,1,1,8,1778779.3
5519,72065,52,0,1,34,13673,0,1,1,2,7210625.5
5520,58626,55,0,1,30,19351,1,0,0,1,5866206.3
5521,13147,61,1,1,71,13638,0,1,0,9,1326980.7
5522,90304,95,1,1,78,5508,0,0,0,5,9044776.0
5523,80780,98,1,1,55,64928,1,1,0,9,8088913.6
5524,82301,20,0,0,21,92700,0,0,1,6,8232053.2
5525,78039,10,0,0,9,64775,1,0,0,3,7804837.0
5526,92783,37,0,1,57,92944,0,1,1,7,9281484.6
5527,67134,92,0,0,60,85242,1,1,0,8,6719369.2
5528,27792,11,1,1,15,25954,0,1,1,2,2786854.7
5529,96637,55,0,1,8,48473,1,1,1,5,9667457.8
5530,36877,89,1,0,92,70081,0,0,1,0,3695191.8
5531,88120,13,0,1,17,63068,1,1,1,7,8816378.9
5532,4385,55,1,1,56,98233,0,0,0,5,445694.6
5533,75903,20,0,1,27,96563,1,1,0,7,7594699.0
5534,1171,86,0,1,85,75784,0,0,0,7,126268.7
5535,44615,18,0,0,34,51005,1,0,0,2,4465651.2
5536,65543,81,1,1,90,50619,0,0,1,3,6559662.8
5537,17246,95,0,1,10,68125,0,0,1,0,1728544.7
5538,7236,30,0,0,52,56825,1,0,0,5,725656.3
5539,32078,91,0,0,65,66113,0,1,1,5,3209311.2
5540,82184,14,1,0,48,83771,1,0,1,2,8221783.1
5541,6686,43,0,1,26,65951,1,1,0,0,675399.0
5542,18536,7,0,0,28,35411,0,1,0,2,1856793.4
5543,52683,43,0,0,57,74566,1,0,1,10,5274308.7
5544,32286,69,1,1,11,16986,1,0,0,2,3233772.8
5545,34796,74,1,0,47,55362,1,1,1,6,3483606.1
5546,26669,69,0,1,82,49351,0,0,0,9,2671083.9
5547,47606,49,0,1,16,8451,0,0,1,3,4763586.1
5548,91435,61,1,0,92,8192,1,1,0,8,9153666.9
5549,889,53,1,0,30,3406,1,1,1,10,92858.9
5550,67511,24,0,1,67,65048,0,1,1,4,6759802.6
5551,52655,82,0,0,6,64588,1,0,1,10,5266351.0
5552,82432,43,0,0,57,7312,1,1,0,0,8245134.5
5553,75680,100,0,0,77,25496,1,1,0,2,7572315.9
5554,28543,26,1,0,29,63039,1,1,1,10,2859167.0
5555,66851,93,1,0,87,13012,1,0,0,2,6691843.0
5556,49031,37,1,1,37,24023,1,1,1,3,4910323.0
5557,71630,5,1,0,45,82464,1,0,0,7,7169854.6
5558,25362,76,0,1,71,15178,0,1,0,9,2545732.5
5559,87412,89,0,0,40,77240,0,1,1,6,8745542.0
5560,41057,22,0,0,18,7613,0,1,1,3,4106731.4
5561,93325,38,1,1,73,43015,1,1,0,0,9346064.0
5562,40330,49,0,0,28,23284,1,0,1,7,4034416.8
5563,5134,31,1,1,14,60391,0,0,1,5,519772.4
5564,93443,16,1,0,93,74734,0,1,0,5,9349955.5
5565,55558,74,0,1,85,66559,1,1,0,8,5564448.0
5566,61694,58,0,1,4,24345,1,1,0,3,6172206.1
5567,32713,97,0,0,93,91667,1,1,0,1,3278723.0
5568,9428,45,0,0,34,44951,0,1,0,1,944839.1
5569,92032,81,1,1,5,63227,1,1,0,7,9212773.2
5570,28091,77,1,0,93,11250,0,1,0,4,2815613.5
5571,54706,39,1,0,46,49697,0,0,1,4,5475756.0
5572,97429,13,1,1,29,22796,0,0,1,6,9751706.1
5573,7808,72,1,1,18,48436,0,0,1,5,789027.8
5574,60265,97,1,1,45,62899,0,1,0,4,6033313.0
5575,57850,32,0,0,93,32412,0,0,1,10,5789083.3
5576,72554,16,0,1,79,94523,1,0,1,9,7268379.4
5577,6966,21,0,1,97,568,0,1,1,8,700650.8
5578,79957,45,1,1,42,41031,0,1,1,6,8003950.0
5579,3629,4,0,1,33,50592,1,1,1,9,369764.1
5580,8732,25,0,0,37,90654,1,0,1,7,876270.1
5581,56514,33,0,0,48,14694,1,1,0,1,5652969.1
5582,20533,93,1,0,91,96947,1,0,0,2,2056508.9
5583,16625,27,0,0,8,57906,1,1,0,7,1664023.4
5584,12313,50,1,0,55,54497,0,1,1,5,1240834.8
5585,68052,4,0,0,5,66529,0,0,0,8,6805894.2
5586,35383,92,1,0,96,6641,0,1,0,7,3548725.9
5587,8977,51,0,1,56,6990,1,0,0,9,905128.5
5588,79356,46,0,1,24,58322,0,1,1,1,7940419.1
5589,67639,99,1,0,58,79091,0,0,1,3,6768972.2
5590,21145,70,0,0,84,1578,0,1,1,8,2119485.7
5591,26009,18,1,1,9,78438,1,0,1,4,2606754.7
5592,68580,4,0,1,53,64029,0,0,0,5,6863504.7
5593,88780,51,1,1,89,803,0,0,0,0,8887352.6
5594,72114,51,1,0,32,15113,1,0,0,4,7215802.0
5595,89756,47,1,0,36,59946,1,0,1,1,8980810.8
5596,1770,61,1,1,15,39153,1,0,1,8,183765.5
5597,20109,91,1,0,28,61429,1,0,1,7,2017287.6
5598,61067,99,1,1,39,7402,0,0,0,2,6110904.3
5599,30690,10,0,0,52,84667,0,0,0,5,3072879.5
5600,12161,11,1,0,16,51408,1,1,1,0,1218405.5
5601,47364,47,1,0,9,12097,0,1,0,6,4739985.9
5602,57066,20,0,1,39,37051,0,1,0,3,5711304.1
5603,97760,89,0,0,82,54535,0,1,1,8,9780377.1
5604,47476,85,1,1,92,8848,0,0,1,2,4761612.0
5605,32176,58,0,0,43,66885,1,0,0,5,3220156.9
5606,98547,17,1,1,100,76436,0,0,0,8,9865243.1
5607,86171,22,0,1,79,59194,0,0,0,7,8621486.1
5608,65711,20,1,1,63,68854,0,1,1,9,6579419.2
5609,73585,89,0,0,56,99940,0,0,0,4,7359509.9
5610,26665,68,1,0,62,97608,1,0,1,10,2671587.1
5611,69094,22,0,1,67,18938,1,1,0,2,6919039.8
5612,27538,9,1,1,34,86872,0,1,0,5,2761292.0
5613,64922,3,1,1,11,67211,1,1,1,4,6500624.3
5614,74600,64,0,0,21,90305,0,1,1,1,7461192.4
5615,56595,94,1,1,2,56319,0,1,1,5,5664278.4
5616,18037,91,0,0,16,38355,0,1,0,5,1805824.9
5617,56587,50,0,1,98,42357,1,0,0,5,5670619.6
5618,20105,98,0,1,20,7133,1,0,1,4,2017609.9
5619,46322,61,0,0,1,7924,0,1,0,5,4632807.5
5620,31301,13,1,1,91,48757,1,1,1,8,3142338.8
5621,91952,19,1,1,80,77480,1,0,0,2,9207839.5
5622,92948,46,0,0,47,15715,0,0,1,1,9297047.7
5623,66812,48,1,0,57,1843,1,0,1,3,6687761.6
5624,76424,37,0,1,81,44752,0,1,0,8,7647871.1
5625,14823,44,0,0,65,41581,1,0,0,1,1484434.3
5626,26682,7,1,1,6,55531,0,1,1,8,2675367.1
5627,12995,92,1,1,18,82253,0,1,1,10,1305488.6
5628,94789,23,0,1,3,31768,1,1,1,8,9484024.2
5629,34703,13,0,0,68,4516,0,1,1,3,3476698.6
5630,9691,20,1,0,56,94581,0,0,1,10,978280.6
5631,84118,15,0,1,52,92597,0,0,1,2,8416992.6
5632,39272,95,0,1,79,61459,0,1,1,3,3936310.0
5633,51037,100,0,1,49,28541,1,0,0,5,5107476.8
5634,17325,5,1,0,37,21598,0,1,0,0,1737822.7
5635,39104,19,1,1,70,92412,0,1,0,0,3920958.7
5636,11247,73,1,0,69,81369,0,0,0,1,1129896.8
5637,87000,62,0,0,9,45561,0,1,0,6,8700807.8
5638,99999,58,0,0,68,10477,1,1,0,2,10006771.2
5639,55888,81,1,0,82,69050,0,1,1,6,5594957.1
5640,75296,30,1,0,76,91673,0,1,1,9,7535664.5
5641,83512,8,1,1,45,49353,0,1,0,8,8358211.5
5642,22825,100,1,1,18,13201,0,1,0,3,2289049.8
5643,58287,71,0,0,98,61787,0,0,0,4,5837331.6
5644,91441,41,1,1,88,94085,1,0,0,0,9155265.3
5645,57564,64,0,0,18,90877,1,0,1,6,5758203.9
5646,82280,33,0,1,89,44585,1,0,0,7,8235158.9
5647,62646,36,1,1,43,69758,0,0,0,8,6273246.5
5648,50133,28,1,0,92,11572,0,0,0,2,5019119.3
5649,69719,11,1,1,87,96873,0,1,0,2,6982744.3
5650,81840,49,0,0,34,40158,1,0,0,6,8186999.6
5651,7851,22,1,1,19,82481,0,1,1,3,793981.2
5652,76564,95,0,0,88,62994,0,0,0,0,7662557.9
5653,2095,88,1,0,27,79779,0,1,0,6,213708.1
5654,13287,84,1,0,76,90025,0,1,1,1,1335371.3
5655,94457,17,1,0,82,64835,0,0,0,8,9455820.1
5656,96573,74,1,0,28,17971,1,0,1,10,9664738.3
5657,97898,60,1,0,2,99686,1,1,1,2,9794464.1
5658,18642,62,0,0,65,990,0,1,1,7,1865856.3
5659,52259,16,0,1,72,23742,1,0,1,4,5236500.3
5660,68362,77,0,0,57,95717,0,0,0,1,6840206.6
5661,66395,22,0,1,57,79008,1,0,1,10,6647572.6
5662,10590,74,0,0,5,22285,0,1,0,4,1060141.3
5663,51271,33,0,1,36,97623,0,0,0,5,5133444.8
5664,91436,7,1,0,81,78868,0,0,0,7,9151236.7
5665,68072,63,0,1,40,21153,0,0,0,1,6812764.9
5666,12172,12,0,0,15,86688,1,0,0,7,1218235.7
5667,34750,28,0,1,1,25225,0,1,0,7,3478934.3
5668,52832,46,0,1,70,1216,1,0,1,10,5292504.3
5669,87683,53,0,1,57,30308,1,0,1,7,8774909.3
5670,25145,2,1,1,96,24933,0,0,0,8,2521346.8
5671,18426,63,1,1,31,15208,1,0,1,5,1854935.6
5672,9381,96,0,0,77,12632,0,1,0,1,943600.8
5673,81658,27,0,1,14,42176,0,0,1,6,8171711.8
5674,10028,51,1,0,56,28865,0,0,0,8,1009529.2
5675,76352,55,1,1,12,58402,0,1,0,1,7641804.6
5676,21247,81,1,1,43,48858,1,0,0,4,2136110.4
5677,84805,15,0,1,9,29472,0,1,1,9,8486115.4
5678,8928,8,0,1,6,15140,1,1,1,4,896505.8
5679,14762,42,1,1,59,93672,1,0,1,1,1484350.2
5680,53454,14,0,1,22,59060,0,1,0,1,5349280.6
5681,35409,1,1,0,58,5631,1,1,1,6,3546437.2
5682,53161,42,1,0,4,7080,1,1,0,2,5320392.3
5683,12760,60,1,1,28,69267,0,0,0,3,1284972.5
5684,42826,38,0,0,49,64287,1,1,0,0,4287076.8
5685,58394,19,1,0,56,19251,0,0,0,8,5848843.1
